,NYCE_Area_Data_DETECT_1002.csv,NYCE_Area_Data_DETECT_1003.csv,NYCE_Area_Data_DETECT_1095.csv,NYCE_Area_Data_DETECT_1097.csv,NYCE_Area_Data_DETECT_1135.csv,NYCE_Area_Data_DETECT_114.csv,NYCE_Area_Data_DETECT_115.csv,NYCE_Area_Data_DETECT_1217.csv,NYCE_Area_Data_DETECT_1280.csv,NYCE_Area_Data_DETECT_1286.csv,NYCE_Area_Data_DETECT_1289.csv,NYCE_Area_Data_DETECT_1343.csv,NYCE_Area_Data_DETECT_1373.csv,NYCE_Area_Data_DETECT_1382.csv,NYCE_Area_Data_DETECT_1439.csv,NYCE_Area_Data_DETECT_1456.csv,NYCE_Area_Data_DETECT_1507.csv,NYCE_Area_Data_DETECT_1525.csv,NYCE_Area_Data_DETECT_159.csv,NYCE_Area_Data_DETECT_1601.csv,NYCE_Area_Data_DETECT_1695.csv,NYCE_Area_Data_DETECT_1788.csv,NYCE_Area_Data_DETECT_1793.csv,NYCE_Area_Data_DETECT_1877.csv,NYCE_Area_Data_DETECT_1922.csv,NYCE_Area_Data_DETECT_1958.csv,NYCE_Area_Data_DETECT_2021.csv,NYCE_Area_Data_DETECT_2063.csv,NYCE_Area_Data_DETECT_2074.csv,NYCE_Area_Data_DETECT_2150.csv,NYCE_Area_Data_DETECT_2177.csv,NYCE_Area_Data_DETECT_2181.csv,NYCE_Area_Data_DETECT_2254.csv,NYCE_Area_Data_DETECT_2263.csv,NYCE_Area_Data_DETECT_2270.csv,NYCE_Area_Data_DETECT_2272.csv,NYCE_Area_Data_DETECT_2276.csv,NYCE_Area_Data_DETECT_2287.csv,NYCE_Area_Data_DETECT_2290.csv,NYCE_Area_Data_DETECT_2298.csv,NYCE_Area_Data_DETECT_2299.csv,NYCE_Area_Data_DETECT_2301.csv,NYCE_Area_Data_DETECT_2303.csv,NYCE_Area_Data_DETECT_2306.csv,NYCE_Area_Data_DETECT_2307.csv,NYCE_Area_Data_DETECT_2309.csv,NYCE_Area_Data_DETECT_2310.csv,NYCE_Area_Data_DETECT_2311.csv,NYCE_Area_Data_DETECT_2312.csv,NYCE_Area_Data_DETECT_2313.csv,NYCE_Area_Data_DETECT_2314.csv,NYCE_Area_Data_DETECT_2318.csv,NYCE_Area_Data_DETECT_2322.csv,NYCE_Area_Data_DETECT_2328.csv,NYCE_Area_Data_DETECT_2341.csv,NYCE_Area_Data_DETECT_2345.csv,NYCE_Area_Data_DETECT_2390.csv,NYCE_Area_Data_DETECT_2401.csv,NYCE_Area_Data_DETECT_2410.csv,NYCE_Area_Data_DETECT_2411.csv,NYCE_Area_Data_DETECT_2416.csv,NYCE_Area_Data_DETECT_2417.csv,NYCE_Area_Data_DETECT_2426.csv,NYCE_Area_Data_DETECT_2429.csv,NYCE_Area_Data_DETECT_2435.csv,NYCE_Area_Data_DETECT_2440.csv,NYCE_Area_Data_DETECT_2441.csv,NYCE_Area_Data_DETECT_2442.csv,NYCE_Area_Data_DETECT_2451.csv,NYCE_Area_Data_DETECT_2458.csv,NYCE_Area_Data_DETECT_2468.csv,NYCE_Area_Data_DETECT_2472.csv,NYCE_Area_Data_DETECT_2473.csv,NYCE_Area_Data_DETECT_2474.csv,NYCE_Area_Data_DETECT_2490.csv,NYCE_Area_Data_DETECT_2491.csv,NYCE_Area_Data_DETECT_2493.csv,NYCE_Area_Data_DETECT_2496.csv,NYCE_Area_Data_DETECT_2501.csv,NYCE_Area_Data_DETECT_2503.csv,NYCE_Area_Data_DETECT_2504.csv,NYCE_Area_Data_DETECT_2510.csv,NYCE_Area_Data_DETECT_2511.csv,NYCE_Area_Data_DETECT_2512.csv,NYCE_Area_Data_DETECT_2513.csv,NYCE_Area_Data_DETECT_2515.csv,NYCE_Area_Data_DETECT_2524.csv,NYCE_Area_Data_DETECT_2528.csv,NYCE_Area_Data_DETECT_2530.csv,NYCE_Area_Data_DETECT_2540.csv,NYCE_Area_Data_DETECT_2541.csv,NYCE_Area_Data_DETECT_2544.csv,NYCE_Area_Data_DETECT_2560.csv,NYCE_Area_Data_DETECT_2562.csv,NYCE_Area_Data_DETECT_2565.csv,NYCE_Area_Data_DETECT_2567.csv,NYCE_Area_Data_DETECT_2568.csv,NYCE_Area_Data_DETECT_2571.csv,NYCE_Area_Data_DETECT_2575.csv,NYCE_Area_Data_DETECT_2578.csv,NYCE_Area_Data_DETECT_2606.csv,NYCE_Area_Data_DETECT_2607.csv,NYCE_Area_Data_DETECT_2610.csv,NYCE_Area_Data_DETECT_2614.csv,NYCE_Area_Data_DETECT_2634.csv,NYCE_Area_Data_DETECT_2636.csv,NYCE_Area_Data_DETECT_2639.csv,NYCE_Area_Data_DETECT_2644.csv,NYCE_Area_Data_DETECT_386.csv,NYCE_Area_Data_DETECT_400.csv
2023-05-28,1.0091666666666668,,,0.058611111111111114,1.0891666666666666,,0.18138888888888888,,0.39555555555555555,1.4188888888888889,0.37805555555555553,,1.4166666666666667,1.0830555555555557,,1.5741666666666667,0.13916666666666666,,1.4605555555555556,1.1383333333333334,0.07305555555555555,0.375,,,0.2238888888888889,,0.06222222222222222,,,,0.15333333333333332,,0.1675,0.24833333333333332,1.1541666666666666,3.5055555555555555,0.49722222222222223,0.16666666666666666,0.1688888888888889,0,1.8297222222222222,0.41194444444444445,0.5919444444444445,0.16722222222222222,0.5002777777777778,0.4116666666666667,0.02861111111111111,0.3363888888888889,0.05555555555555555,1.0133333333333334,0.5244444444444445,0.6058333333333333,0.11361111111111111,1.2638888888888888,0,0.07944444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11944444444444445,0
2023-05-29,0.8019444444444445,,,0.03305555555555555,1.1008333333333333,,0.13277777777777777,,0.4255555555555556,1.1311111111111112,0.6375,,1.2497222222222222,0.6655555555555556,,3.908888888888889,0.18388888888888888,,1.2708333333333333,1.538888888888889,0.07305555555555555,2.930277777777778,,,1.1288888888888888,,0.05472222222222222,,,,0.17722222222222223,,0.425,0.18388888888888888,0.6605555555555556,2.5283333333333333,0.39,0.36333333333333334,0.26222222222222225,0,2.5844444444444443,0.2561111111111111,0.5144444444444445,0.19416666666666665,1.2566666666666666,0.4527777777777778,0.04083333333333333,0.37277777777777776,0.03361111111111111,0.8897222222222222,0.5441666666666667,0.37722222222222224,0.08888888888888889,0.455,0,0.13194444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09777777777777778,0.023055555555555555
2023-05-30,0.5063888888888889,,,0.06,2.6777777777777776,,0.09472222222222222,,0.39916666666666667,1.4916666666666667,0.48944444444444446,,1.1655555555555555,0.5561111111111111,,1.4780555555555555,0.2861111111111111,,1.3472222222222223,0.6358333333333334,0.11055555555555556,0.47833333333333333,,,0.8541666666666666,,0.06888888888888889,,,,0.17805555555555555,,0.3225,0.2061111111111111,1.4030555555555555,2.4569444444444444,0.26,0.4280555555555556,0.38305555555555554,0,1.3344444444444445,0.3227777777777778,0.25277777777777777,0.22333333333333333,0.8936111111111111,0.6433333333333333,0.07361111111111111,0.5602777777777778,0.023333333333333334,1.0722222222222222,0.48,0.2675,0.6283333333333333,0.6225,0,0.09444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12777777777777777,0
2023-05-31,0.3025,,,0.051666666666666666,1.103888888888889,,0.6747222222222222,,0.5663888888888889,1.1352777777777778,0.5133333333333333,,0.8786111111111111,0.5583333333333333,,3.2608333333333333,0.1663888888888889,,1.2752777777777777,1.0161111111111112,0.4186111111111111,0.2861111111111111,,,0.5666666666666667,,0.09722222222222222,,,,0.2336111111111111,,0.13111111111111112,0.24138888888888888,1.18,3.5058333333333334,0.2361111111111111,0.0636111111111111,0.3161111111111111,0,1.6952777777777779,0.2763888888888889,0.515,0.35055555555555556,0.41305555555555556,0.37916666666666665,0.0725,0.27666666666666667,0.035,0.8036111111111112,0.8052777777777778,0.2791666666666667,0.13583333333333333,0.6277777777777778,0,0.09083333333333334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12055555555555555,0.02
2023-06-01,0.24,,,0.06972222222222223,1.3219444444444444,,0.8672222222222222,,0.5697222222222222,1.1922222222222223,0.5472222222222223,,1.3633333333333333,0.8447222222222223,,3.323888888888889,0.21444444444444444,,1.5563888888888888,0.4047222222222222,0.12638888888888888,1.3141666666666667,,,0.7305555555555555,,0.07333333333333333,,,,0.1811111111111111,,0,0.2011111111111111,0.9383333333333334,2.143611111111111,0.2783333333333333,0,0.0825,0,2.5008333333333335,0.3111111111111111,0.8866666666666667,0.19333333333333333,1.3547222222222222,0.44222222222222224,0.0575,0.48694444444444446,0.04138888888888889,0.83,0.4925,0.2238888888888889,0.38416666666666666,0.6655555555555556,0,0.12027777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10944444444444444,0
2023-06-02,0.30666666666666664,,,0.05333333333333334,1.1222222222222222,,0.11722222222222223,,0.5897222222222223,1.8775,0.44666666666666666,,1.3422222222222222,0.31027777777777776,,1.3797222222222223,0.5247222222222222,,1.7133333333333334,0.3447222222222222,0.10166666666666667,1.0280555555555555,,,0.7102777777777778,,0.045,,,,0.19666666666666666,,0,0.18888888888888888,1.3225,2.5480555555555555,0.5013888888888889,0,0,0,3.9219444444444442,0.29555555555555557,0.8488888888888889,0.2436111111111111,1.0719444444444444,0.3252777777777778,0.04083333333333333,0.3211111111111111,0.034444444444444444,0.7966666666666666,0.36333333333333334,0.35,0.13972222222222222,0.6336111111111111,0,0.07027777777777777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42833333333333334,0.06277777777777778
2023-06-03,0.2286111111111111,,,0.029722222222222223,1.0816666666666668,,0.19583333333333333,,0.49972222222222223,0.3252777777777778,0.3725,,1.8497222222222223,0.48194444444444445,,1.7775,0.15916666666666668,,1.8380555555555556,0.3186111111111111,0.08805555555555555,0.9558333333333333,,,0.029722222222222223,,0.08805555555555555,,,,0.12555555555555556,,0,0.22944444444444445,1.0894444444444444,3.676111111111111,0.3016666666666667,0,0.21944444444444444,0,1.6727777777777777,0.39555555555555555,0.495,0.23805555555555555,0.6158333333333333,0.38222222222222224,0.04083333333333333,0.5088888888888888,0.024722222222222222,0.5136111111111111,0.49194444444444446,1.906111111111111,0.15555555555555556,1.6330555555555555,0,0.1025,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12916666666666668,0.06944444444444445
2023-06-04,0.47888888888888886,,,0.04111111111111111,1.8441666666666667,,0.16833333333333333,,0.4597222222222222,0.0,0.32972222222222225,,1.1022222222222222,0.6388888888888888,,1.4094444444444445,0.30916666666666665,,1.431111111111111,0.3433333333333333,0.21416666666666667,0.3952777777777778,,,0.034722222222222224,,0.04027777777777778,,,,0,,0.10972222222222222,0.22138888888888889,1.12,2.810277777777778,0.3877777777777778,0.1288888888888889,0.07333333333333333,0,1.2383333333333333,0.6122222222222222,0.3463888888888889,0.23,0.4486111111111111,0.3458333333333333,0.0763888888888889,0.5147222222222222,0.035833333333333335,0.7211111111111111,0.42916666666666664,0.5958333333333333,0.08444444444444445,0.5263888888888889,0,0.075,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1361111111111111,0.03888888888888889
2023-06-05,0.4286111111111111,,,0.06388888888888888,1.3727777777777779,,0.12,,0.7075,0,1.0280555555555555,,1.8372222222222223,0.08833333333333333,,1.7366666666666666,0.43,,1.196388888888889,1.8691666666666666,0.12694444444444444,0.1425,,,0.07777777777777778,,0.03777777777777778,,,,0.14277777777777778,,0.32055555555555554,0.21055555555555555,2.3208333333333333,2.471111111111111,0.4627777777777778,0.12027777777777778,0,0,1.3175,0.33694444444444444,0.43833333333333335,0.3075,0.22805555555555557,0.35694444444444445,0.07277777777777777,0.4011111111111111,0.020277777777777777,0.6483333333333333,0.6880555555555555,0.5947222222222223,0.20527777777777778,0.4911111111111111,0,0.08916666666666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13527777777777777,0.036944444444444446
2023-06-06,0.29388888888888887,,,0.058055555555555555,2.096111111111111,,0.16722222222222222,,0.4502777777777778,0.0008333333333333334,0.44083333333333335,,1.613611111111111,0.6263888888888889,,1.9608333333333334,0.44277777777777777,,1.236388888888889,0.34944444444444445,0.08305555555555555,0.4866666666666667,,,0.9044444444444445,,0.042222222222222223,,,,0.16527777777777777,,0.1913888888888889,0.11,1.2377777777777779,3.020277777777778,0.18305555555555555,0.08083333333333333,0,0,1.3491666666666666,0.22166666666666668,0.5702777777777778,0.29694444444444446,0.17944444444444443,0.7952777777777778,0.06305555555555556,0.6080555555555556,0.03944444444444444,0.6394444444444445,0.6163888888888889,0.20555555555555555,0.4013888888888889,0.7552777777777778,0,0.0636111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09916666666666667,0.24833333333333332
2023-06-07,0.5502777777777778,,,0.03138888888888889,0.8130555555555555,,0.07805555555555556,,0.5416666666666666,0.0002777777777777778,0.4913888888888889,,0.4886111111111111,1.0863888888888888,,1.4666666666666666,0.16972222222222222,,1.3630555555555555,0.8619444444444444,0.46,0.18083333333333335,,,1.1102777777777777,,0.07833333333333334,,,,0.1986111111111111,,0.47305555555555556,0.21305555555555555,2.0641666666666665,2.1127777777777776,0.23722222222222222,0.10111111111111111,0,0,1.4647222222222223,0.31166666666666665,0.4047222222222222,0.23305555555555554,0.6361111111111111,0.4777777777777778,0.0811111111111111,0.2797222222222222,0.05694444444444444,0.6655555555555556,0.5008333333333334,0.23944444444444443,0.2175,0.7525,0,0.09944444444444445,0.2577777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11944444444444445,0.02361111111111111
2023-06-08,0.4086111111111111,,,0.06527777777777778,1.1116666666666666,,0.02277777777777778,,0.7005555555555556,0,0.7175,,0.7836111111111111,1.5575,,2.0258333333333334,0.07694444444444444,,1.3286111111111112,0.5677777777777778,0.12694444444444444,0.11583333333333333,,,0.5266666666666666,,0.075,,,,0.2386111111111111,,0.5133333333333333,0.22694444444444445,0.575,2.410833333333333,0.1786111111111111,0.10055555555555555,0.13361111111111112,0,0.9063888888888889,0.4255555555555556,0.6722222222222223,0.4247222222222222,0.5230555555555556,0.5927777777777777,0.0763888888888889,0.4041666666666667,0.12222222222222222,0.6308333333333334,0,0.21722222222222223,0.05,0.465,0,0.07583333333333334,0.2763888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09805555555555556,0.05
2023-06-09,0.36833333333333335,,,0.025555555555555557,1.3847222222222222,,0.10972222222222222,,0.49194444444444446,0.0005555555555555556,1.4422222222222223,,0.9330555555555555,1.0883333333333334,,0.9536111111111111,0.24638888888888888,,0.8608333333333333,0.23027777777777778,0.11694444444444445,0.1575,,,0.32944444444444443,,0.03833333333333333,,,,0.1597222222222222,,0.14972222222222223,0.20333333333333334,1.428611111111111,2.930277777777778,0.15416666666666667,0.08277777777777778,0.22111111111111112,0.004166666666666667,2.210277777777778,0.3641666666666667,0.31722222222222224,0,0.245,0.29527777777777775,0.23527777777777778,0.45166666666666666,0.07666666666666666,0.7516666666666667,0.0,0.23583333333333334,0.06305555555555556,0.4152777777777778,0,0.08777777777777777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09194444444444444,0.06222222222222222
2023-06-10,0.4025,,,0.035555555555555556,1.5855555555555556,,0.11027777777777778,,0.49777777777777776,0,0.6894444444444444,,1.4855555555555555,1.118611111111111,,3.702777777777778,0.4697222222222222,,1.5811111111111111,0.45305555555555554,0.09194444444444444,0.5983333333333334,,,0.022222222222222223,,0.06666666666666667,,,,0.2286111111111111,,0.29138888888888886,0.18861111111111112,1.1733333333333333,3.962222222222222,0.13083333333333333,0.09,0.23694444444444446,0,2.299166666666667,0.31666666666666665,0.33416666666666667,0.21861111111111112,0.32944444444444443,0.09222222222222222,0,0.4113888888888889,0.029722222222222223,0.6097222222222223,0.015833333333333335,0.2125,0.3005555555555556,0.5127777777777778,0,0.010277777777777778,0.15694444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11472222222222223,0.03861111111111111
2023-06-11,0.8125,,,0.04388888888888889,1.0194444444444444,,0.17222222222222222,,0.5147222222222222,0,0.4363888888888889,,0.9666666666666667,0.8669444444444444,,4.248055555555555,0.10111111111111111,,1.5141666666666667,0.37972222222222224,0.09194444444444444,2.7127777777777777,,,0.001388888888888889,,0.029166666666666667,,,,0.1622222222222222,,0.39222222222222225,0.23583333333333334,0.8288888888888889,3.2758333333333334,0.18472222222222223,0.041944444444444444,0.12555555555555556,0,1.093611111111111,0.2713888888888889,0.89,0.30666666666666664,0.27444444444444444,0.05472222222222222,0.0,0.2847222222222222,0.09083333333333334,0.8191666666666667,0,0.3302777777777778,0.25583333333333336,0.6936111111111111,0,0.19055555555555556,1.001111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11944444444444445,0.035833333333333335
2023-06-12,0.9625,,,0.03333333333333333,0.9075,,0.10583333333333333,,0.49944444444444447,0.9230555555555555,0.5986111111111111,,0.9283333333333333,0.8997222222222222,,4.013888888888889,0.23027777777777778,,1.7422222222222221,1.0572222222222223,0.07277777777777777,0.015833333333333335,,,0.013055555555555556,,0.03194444444444444,,,,0.20555555555555555,,0.18555555555555556,0.21555555555555556,0.5577777777777778,2.0625,0.17944444444444443,0.10027777777777777,0.16944444444444445,0.008611111111111111,1.6466666666666667,0.36972222222222223,0.6211111111111111,0.3458333333333333,0.20166666666666666,0.10722222222222222,0.0,0.415,0.04888888888888889,0.9305555555555556,0,0.20833333333333334,0.11666666666666667,0.8072222222222222,0,0.06472222222222222,1.2161111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11305555555555556,0.04111111111111111
2023-06-13,0.01972222222222222,,,0.0425,1.8741666666666668,,0.12305555555555556,,0.47583333333333333,1.0830555555555557,0.5919444444444445,,0.8838888888888888,0.9725,,3.9122222222222223,0.21416666666666667,,1.4861111111111112,0.7011111111111111,0.14805555555555555,,,,0.9394444444444444,,0.05583333333333333,,,,0.2627777777777778,,0.26166666666666666,0.1361111111111111,0.8630555555555556,2.48,0.14694444444444443,0.11138888888888888,0.43166666666666664,0.0,2.6966666666666668,0.3138888888888889,0.4152777777777778,0.19444444444444445,0.2361111111111111,0.08138888888888889,0.0,0.5452777777777778,0.025,0.8069444444444445,0.2336111111111111,0.08972222222222222,0.7697222222222222,0.4663888888888889,0,0.06833333333333333,0.48305555555555557,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11222222222222222,0.03305555555555555
2023-06-14,0.03388888888888889,,,0.044444444444444446,1.0522222222222222,,0.1297222222222222,,0.475,0.9236111111111112,0.5252777777777777,,0.8791666666666667,0.9844444444444445,,1.5694444444444444,0.13,,1.431111111111111,0.8002777777777778,0.30527777777777776,,,,0.54,,0.08416666666666667,,,,0.5227777777777778,,0.22833333333333333,0.35833333333333334,0.7880555555555555,2.6213888888888888,0.2675,0.20416666666666666,0.14972222222222223,0.0038888888888888888,1.4508333333333334,0.43027777777777776,0.6116666666666667,0.24583333333333332,0.19916666666666666,0.10888888888888888,0.09361111111111112,0.43527777777777776,0.04111111111111111,1.0888888888888888,0.6919444444444445,0.2886111111111111,0.20972222222222223,0.9877777777777778,0,0.13583333333333333,0.5811111111111111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15777777777777777,0.04
2023-06-15,0.020555555555555556,,,0.026944444444444444,1.2491666666666668,,0.16111111111111112,,0.4161111111111111,1.1333333333333333,0.5141666666666667,,1.3097222222222222,1.135,,2.6891666666666665,0.08833333333333333,,1.0833333333333333,0.06027777777777778,0.11638888888888889,,,,1.0719444444444444,,0.05361111111111111,,,,0.16111111111111112,,0.18611111111111112,0.23944444444444443,1.26,2.753888888888889,0.31805555555555554,0.1313888888888889,0.18222222222222223,0.4197222222222222,1.3102777777777779,0.30583333333333335,1.4191666666666667,0.20194444444444445,0.13333333333333333,0.09805555555555556,0.03222222222222222,0.30083333333333334,0.05416666666666667,0.6358333333333334,0.4930555555555556,0.35333333333333333,0.12666666666666668,0.32055555555555554,0,0.07472222222222222,0.29083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.04611111111111111
2023-06-16,0.19777777777777777,,,0.02277777777777778,0.6905555555555556,,0.1761111111111111,,0.5238888888888888,1.1452777777777778,0.5897222222222223,,1.0705555555555555,0.7608333333333334,,1.6,0.5827777777777777,,1.5327777777777778,,0.10444444444444445,,,,0.7755555555555556,,0.08166666666666667,,,,0.18722222222222223,,0.17277777777777778,1.2094444444444445,1.02,2.2197222222222224,0.2136111111111111,0.0961111111111111,0.36527777777777776,2.024722222222222,6.9825,0.30083333333333334,0.8269444444444445,0.1763888888888889,0.28444444444444444,0.6491666666666667,0.05138888888888889,0.4116666666666667,0.05,0,0.5338888888888889,0.1836111111111111,0.2627777777777778,0.48277777777777775,0,0.05638888888888889,0.38222222222222224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41333333333333333,0.029722222222222223
2023-06-17,0.41083333333333333,,,0.008888888888888889,1.0119444444444445,,0.16277777777777777,,0.5116666666666667,1.4377777777777778,0.8997222222222222,,0.685,0.9625,,1.0044444444444445,0.5305555555555556,,1.6758333333333333,,0.10944444444444444,,,,0.21638888888888888,,0.06388888888888888,,,,0.21027777777777779,,0.13583333333333333,0.3713888888888889,0.7363888888888889,1.836111111111111,0.2972222222222222,0.1325,0.16916666666666666,1.976388888888889,3.227222222222222,0.26361111111111113,0.6036111111111111,0.24666666666666667,0.19555555555555557,0.41944444444444445,0.052222222222222225,0.27361111111111114,0.021388888888888888,0.029166666666666667,1.1908333333333334,0.3411111111111111,0.17194444444444446,0.3377777777777778,0,0.14055555555555554,0.3586111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08555555555555555,0.0025
2023-06-18,0.5130555555555556,,,0,1.3,,0.21083333333333334,,0.5105555555555555,1.2519444444444445,1.006388888888889,,0.9958333333333333,1.6319444444444444,,2.2994444444444446,0.22555555555555556,,1.2719444444444445,,0.16722222222222222,,,,0.008333333333333333,,0.051666666666666666,,,,0.22527777777777777,,0.13361111111111112,0.9227777777777778,0.7788888888888889,3.3152777777777778,0.3541666666666667,0.07916666666666666,0.20222222222222222,1.1841666666666666,3.7266666666666666,0.37166666666666665,1.0969444444444445,0.29555555555555557,0.37666666666666665,0.7119444444444445,0.04027777777777778,0.3511111111111111,0.04861111111111111,0,1.3597222222222223,0.4872222222222222,0.17527777777777778,1.0297222222222222,0,0.14333333333333334,0.3233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07916666666666666,0.01
2023-06-19,0.6275,,,0,2.3519444444444444,,0.10722222222222222,,0.45666666666666667,1.1163888888888889,0.5233333333333333,,1.62,0.9355555555555556,,1.7075,0.24333333333333335,,1.5261111111111112,,0.48777777777777775,,,,0.010555555555555556,,0.06111111111111111,,,,0.1502777777777778,,0.1363888888888889,0.34305555555555556,1.0983333333333334,2.373611111111111,0.15194444444444444,0,0.13027777777777777,1.1005555555555555,3.109166666666667,0.3233333333333333,1.2069444444444444,0.3913888888888889,0.28194444444444444,0.24638888888888888,0.06138888888888889,0.705,0.024166666666666666,0.0,0.5786111111111111,0.6369444444444444,0.13583333333333333,0.3763888888888889,0,0.12361111111111112,0.2733333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10222222222222223,0.02722222222222222
2023-06-20,0.3672222222222222,,,0,1.1280555555555556,,0.3327777777777778,,0.5266666666666666,1.2177777777777778,0.36944444444444446,,1.1666666666666667,1.2527777777777778,,1.3525,0.24666666666666667,,1.4444444444444444,,0.08555555555555555,,,,0.024166666666666666,,0.041944444444444444,,,,0.07416666666666667,,0.11722222222222223,0.3025,0.765,2.4405555555555556,0.20194444444444445,0,0.21388888888888888,1.1183333333333334,1.616111111111111,0.3136111111111111,0.49527777777777776,0.21861111111111112,0.22722222222222221,0.0008333333333333334,0.051666666666666666,0.5022222222222222,0.1063888888888889,0,0.415,0.135,0.1661111111111111,0.7425,0,0.10305555555555555,0.5966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15333333333333332,0.21055555555555555
2023-06-21,0.25833333333333336,,,0.04416666666666667,0.9647222222222223,,0.12833333333333333,,0.6561111111111111,0.8225,0.8319444444444445,,1.321388888888889,1.0797222222222222,,0.9022222222222223,0.37444444444444447,,1.8475,,0.11055555555555556,,,,0.020833333333333332,,0.08777777777777777,,,,0.19361111111111112,,0.16083333333333333,0.24722222222222223,0.8647222222222222,2.1133333333333333,0.24055555555555555,0.0005555555555555556,0.5791666666666667,1.1791666666666667,1.9997222222222222,0.2813888888888889,0.45361111111111113,0.22777777777777777,0.2713888888888889,0,0.041666666666666664,0.3333333333333333,0.01861111111111111,0.004722222222222222,0.4552777777777778,0,0.2361111111111111,1.668611111111111,0,0.08472222222222223,2.424722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15888888888888889,0.02277777777777778
2023-06-22,0.3194444444444444,,,0.015,1.1625,,0.14222222222222222,,0.7197222222222223,0.9480555555555555,1.1266666666666667,,0.9505555555555556,1.48,,1.3972222222222221,0.8458333333333333,,1.6052777777777778,,0.08888888888888889,,,,0.1625,,0.04888888888888889,,,,0.1527777777777778,,0.21611111111111111,0.22555555555555556,1.245,1.466388888888889,0.2511111111111111,0.12666666666666668,0.20555555555555555,1.0894444444444444,0.011666666666666667,0.30666666666666664,0.5291666666666667,0.3138888888888889,0.43777777777777777,0,0.028888888888888888,0.5863888888888888,0.034722222222222224,0,0.4216666666666667,0.0,0.18833333333333332,0.9575,0,0.1425,2.8866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10333333333333333,0.014444444444444444
2023-06-23,0.39916666666666667,,,0.04777777777777778,0.8905555555555555,,0.12083333333333333,,0.39361111111111113,1.523611111111111,0.43027777777777776,,1.0091666666666668,1.3175,,2.8419444444444446,0.185,,1.4258333333333333,0.2997222222222222,0.09944444444444445,,,,0.10666666666666667,,0.06527777777777778,,,,0.25666666666666665,,0.23305555555555554,0.15777777777777777,2.118611111111111,2.6125,0.16944444444444445,0.06222222222222222,0.14277777777777778,0.9833333333333333,0.03638888888888889,0.3963888888888889,0.36194444444444446,0.28694444444444445,0.25916666666666666,0,0.020555555555555556,0.4825,0.036944444444444446,0.02,0.8733333333333333,0.0,0.1938888888888889,0.7055555555555556,0,0.07694444444444444,0.5697222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11166666666666666,0.03222222222222222
