2023-03-06,3.1903469444444443,,,0.3340008333333333,0.27338861111111107,,0.3301705555555555,,3.996347222222221,4.120901944444445,3.8372552777777775,0.0,,,0.16867833333333332,0.05389361111111112,0.0,,5.999345,0.001526388888888889,1.4699502777777782,4.530991666666666,,,,,2.3939369444444454,,,,2.795542777777777,,1.8436941666666666,6.353908888888889,0.7455933333333333,0.0026413888888888893,6.113128888888888,6.57356388888889,4.164433611111111,3.6487797222222222,4.602189166666666,1.7104858333333333,0.0,0.08178805555555554,0.004851666666666667,1.8474544444444445,3.006536111111111,0.025691944444444444,2.922738888888889,5.569381666666667,4.598058888888889,2.4734675000000004,1.065645,3.0848619444444445,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.528851944444444,24.0
2023-03-07,3.031852222222222,,,4.289275555555556,0.5075855555555554,,1.2601555555555557,,6.5839347222222235,4.040398888888889,4.516772777777778,0.005230833333333332,,,0.3710922222222222,0.1150722222222222,0.0,,2.3048375,0.003449444444444444,0.05110472222222222,0.47630361111111114,,,,,5.4514555555555555,,,,2.8936850000000005,,2.7836288888888885,4.572803888888889,0.9851777777777777,1.0517174999999999,6.795032222222224,1.6139391666666667,0.9207380555555557,5.037905833333333,5.4186024999999995,0.42649027777777765,0.0,3.657763611111111,0.0033694444444444444,3.125104722222222,4.287791944444444,4.041567777777778,1.9287527777777778,2.1901591666666667,7.064554444444445,3.7300233333333335,1.1279411111111113,0.17022444444444443,24.0,0.2687669444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.641564444444445,18.738485555555556
2023-03-08,3.5620466666666672,,,3.535341388888889,0.12719500000000003,,2.377168888888889,,5.335731944444444,4.372768611111109,1.9110988888888891,0.003738611111111112,,,0.31146972222222225,0.045679166666666667,0.0,,1.4578472222222223,0.004970833333333333,0.044012777777777776,1.3816391666666665,,,,,3.3880111111111115,,,,3.397658055555556,,0.25554916666666666,3.706964166666667,0.29978916666666666,0.0012363888888888887,7.392121944444444,3.7674858333333336,2.6554975,3.0809477777777774,3.9888008333333334,0.6295725,0.0,3.991000277777778,0.007165277777777777,6.540580555555556,4.6554786111111115,0.01382611111111111,4.9842538888888885,2.3561277777777776,6.076641111111111,1.4630208333333332,1.8463808333333336,0.14277638888888888,24.0,3.7832897222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189772777777778,2.0894116666666664
2023-03-09,2.339421388888889,,,2.3020530555555556,0.31797611111111124,,1.6756775000000004,,7.501327222222222,3.3008691666666667,2.4236861111111114,1.4946002777777778,,,0.0,0.015879722222222222,0.0,,3.189650833333333,0.0,1.9540030555555556,4.552271111111111,,,,,7.314590833333333,,,,5.695066388888889,,2.6249527777777777,8.340789999999998,0.624663888888889,0.00935638888888889,9.875644166666667,2.5376855555555555,0.22153027777777776,1.5906724999999997,2.286795,0.21946333333333332,0.0,0.23326805555555555,0.017476111111111112,1.3122027777777778,4.980114722222222,0.19747416666666665,7.2574,4.0534888888888885,5.769111666666666,0.8410422222222224,1.4611633333333334,1.9154102777777777,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.425816666666666,8.189395
2023-03-10,4.069310277777777,,,3.0399355555555556,0.22495361111111115,,6.534551944444445,,6.499707500000001,5.532726944444445,0.9357302777777777,4.084145833333333,,,0.09698333333333334,0.006109444444444444,0.0,,5.6366563888888885,0.0,0.02624638888888889,7.0656300000000005,,,,,0.062047222222222226,,,,2.307555277777778,,0.49536277777777776,6.184051944444445,0.5638705555555554,0.010898055555555557,8.031813333333336,5.600743333333332,1.9886677777777777,0.0,5.197533333333333,0.6377947222222221,5.295524722222222,0.25431,0.008847777777777777,3.569493611111111,4.702652222222223,6.975159166666667,6.823382499999999,5.437270833333333,2.4072380555555553,12.953610555555555,0.10836861111111111,1.3228277777777782,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.758836944444444,3.412325277777778
2023-03-11,0.16123888888888888,,,2.0883744444444443,0.38301055555555563,,1.1604419444444445,,7.738556388888889,0.3266866666666667,6.006443888888889,0.43552111111111114,,,0.0,0.016177777777777777,9.027777777777777e-05,,2.268749166666667,0.0,0.11828555555555557,0.5772047222222222,,,,,2.3408038888888885,,,,6.8692175,,0.03479611111111111,3.0236088888888895,1.1339947222222222,0.004500555555555556,12.620819722222222,2.283446111111111,7.705645277777778,0.0,0.0015747222222222221,0.22805305555555558,24.0,0.6417108333333333,0.010050833333333332,3.847055833333333,5.790989166666668,1.0863475,7.697095277777776,3.8648169444444447,6.2424349999999995,24.0,3.155831944444445,0.5950391666666667,24.0,0.013924444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6885480555555556,6.430851111111111
2023-03-12,0.5458544444444445,,,0.0,0.5001661111111111,,0.0027491666666666667,,4.8442783333333335,19.73254222222222,0.7792577777777777,0.0,,,0.0,0.9262386111111113,0.006734166666666666,,5.5770566666666666,0.0,0.011196944444444445,4.399105277777777,,,,,8.802850277777777,,,,2.544919722222222,,3.9353894444444446,5.885276944444445,0.811853888888889,3.3152386111111114,2.3201088888888886,2.531778888888889,4.374503333333333,2.225363055555556,0.09105388888888889,0.13571805555555558,24.0,12.159848333333333,0.011240833333333332,0.6875366666666667,2.0244305555555555,0.0189025,3.160346388888889,5.240863333333333,5.083804999999999,24.0,3.0151455555555553,1.4175147222222224,23.0,0.11919583333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18052833333333335,1.3019511111111113
2023-03-13,2.2477050000000003,,,0.9810416666666667,0.20707138888888893,,0.8640461111111112,,7.289686666666666,8.020438333333335,2.305801111111111,,,,0.0,0.007409166666666667,0.0,,3.658221666666667,0.015569722222222221,1.3388872222222223,0.05932916666666667,,,,,2.474210833333333,,,,2.8154725000000003,,0.7803563888888888,1.2653383333333332,0.4193413888888888,0.004219722222222222,5.27074,5.605554166666667,7.364504444444444,0.02631111111111111,0.0013994444444444445,0.16305194444444443,24.0,24.0,0.010524722222222224,1.7429763888888887,4.530180555555555,1.5531275,5.613713611111111,5.251143333333333,6.6322,23.744950555555555,0.2910183333333334,0.11473083333333334,24.0,0.17079194444444443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5320244444444446,2.241432777777778
2023-03-14,3.0851530555555557,,,1.500436388888889,1.4683949999999997,,1.9596122222222223,,6.25703,24.0,3.3976236111111104,,,,0.0163975,0.02189888888888889,0.0,,4.266750833333333,0.0,0.09973749999999999,4.089350555555556,,,,,1.602973888888889,,,,3.0696444444444446,,0.4684436111111111,7.281458055555555,1.361382222222222,0.007909444444444445,6.115313333333333,2.816538333333333,2.8265430555555557,1.82185,0.0072975,0.26998666666666665,24.0,24.0,0.008490000000000001,0.5866416666666666,3.6842649999999995,3.052121666666667,4.7168833333333335,7.031288611111112,3.4544430555555556,24.0,1.547339722222222,1.080289722222222,24.0,0.40295500000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.795227777777777,6.237153888888889
2023-03-15,5.596166666666667,,,2.9242833333333333,0.1865319444444444,,2.5698644444444447,,5.751905000000001,24.0,5.420041666666666,,,,0.002456666666666667,0.010223055555555556,0.0031733333333333336,,2.9066694444444443,0.0,0.4668594444444444,10.100166388888889,,,,,7.6618836111111115,,,,9.198766944444445,,0.04882638888888889,6.204730277777778,0.908736111111111,0.00455,6.432013888888888,6.397681666666665,0.0,0.12377861111111112,1.7188352777777778,2.521108888888889,24.0,10.30782861111111,0.005653611111111111,1.842825,1.7582505555555552,0.045634722222222215,2.2585658333333334,3.518801944444445,10.44396,24.0,4.115742222222223,1.6477033333333333,24.0,0.03838777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.209035277777778,6.290807777777777
2023-03-16,4.5335688888888885,,,1.4976549999999997,0.10750749999999996,,3.3573641666666663,,9.201126666666664,24.0,2.557645277777778,,,,0.015642777777777776,0.06952111111111112,0.026298611111111113,,2.853875833333334,0.0,1.6386102777777778,24.0,,,,,4.7025202777777775,,,,2.394448888888889,,7.763956666666667,3.7297699999999994,0.7358127777777779,0.006610277777777777,7.824355277777777,4.822611666666667,3.1827213888888886,1.8408791666666668,6.987849444444444,2.777675277777778,24.0,4.727895833333334,0.0049677777777777776,2.2622341666666674,4.555725,1.2546005555555555,4.886941388888889,4.675386944444445,24.0,24.0,0.18841666666666665,0.4510025,24.0,0.0007572222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8947538888888888,3.326592777777778
2023-03-17,2.2236408333333335,,,2.0443402777777777,1.474332777777778,,0.0,,5.649399166666667,24.0,2.9357386111111117,,24.0,4.629605833333333,0.0,0.10739444444444445,0.012156666666666668,,3.7849674999999996,1.2595819444444443,0.7644497222222221,24.0,,,,,12.1663475,,,,3.492855555555555,,8.605816388888888,5.764674722222222,1.4015258333333338,0.08834333333333333,8.184260277777776,3.8310055555555556,3.745359444444445,11.940194166666668,3.37277,1.6772352777777777,0.0,1.4295633333333335,0.0041197222222222225,2.7036541666666665,1.3026105555555556,3.019239166666667,8.209859444444444,5.4817286111111105,23.987485833333334,24.0,2.3901005555555557,0.2319827777777778,24.0,0.0005191666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.837027777777777,5.029465833333333
2023-03-18,0.1510677777777778,,,0.8837869444444444,0.2537075,,0.19009611111111113,,5.4350877777777775,24.0,8.554775833333332,,1.7418561111111113,4.610955833333334,0.0,0.02304222222222222,0.1577288888888889,,2.942928888888889,0.0,0.9461480555555555,24.0,,,,,2.985469166666667,,,,4.8497305555555545,,0.8343247222222221,5.311496388888889,0.5877961111111112,0.0865611111111111,11.255576666666666,3.1047725,0.0,24.0,4.045784444444445,0.20062833333333338,0.0,0.07802083333333334,0.01133722222222222,15.085907222222223,4.004566666666667,3.7317633333333338,4.513752500000001,4.53512,24.0,24.0,0.031003333333333334,0.18162499999999998,24.0,0.028910277777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.297230277777778,2.5493197222222226
2023-03-19,0.01662861111111111,,,0.6269549999999999,2.3382183333333333,,8.352958611111111,,5.3306861111111115,24.0,0.9961825,,1.6992383333333332,3.788526944444445,0.0,1.3435608333333335,4.994622222222222,,0.004761666666666666,1.4138541666666666,2.199499166666667,24.0,,,,,0.6963744444444445,,,,3.9393575,,0.05061916666666667,2.717473888888889,0.9699905555555556,0.0014825,5.584202222222222,3.153528611111111,0.0,24.0,4.206678055555556,0.7630261111111111,0.0,0.06306805555555556,0.15429583333333333,24.0,0.35917472222222224,3.775953611111111,1.5155058333333333,5.755053055555556,23.96598138888889,19.721532500000002,0.0015313888888888888,0.23402694444444444,24.0,3.564296388888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2386880555555555,3.6471044444444445
2023-03-20,2.2991622222222223,,,2.9446472222222217,0.6029291666666665,,20.0478,,5.605161944444445,0.0,5.407497222222222,,4.297995555555555,0.16556500000000002,0.0014744444444444445,0.021124722222222222,0.012370833333333333,,4.2345983333333335,0.004646944444444444,2.758605555555556,24.0,,,,,0.2950513888888889,,,,2.508677222222222,,2.155786111111111,7.656492777777778,0.7220219444444445,0.0019066666666666668,6.621821944444445,4.845161666666667,3.8645802777777782,24.0,3.1939902777777776,1.290109722222222,0.0,0.0069788888888888895,0.012535,23.992868888888893,3.7117172222222226,1.0801402777777778,8.677141666666666,2.617465833333333,23.99660666666667,0.16851972222222222,1.6166172222222221,0.8410900000000001,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6636897222222222,2.161784722222222
2023-03-21,0.12649555555555556,,,1.9454405555555556,0.29700972222222227,,3.644556388888889,,10.82135361111111,3.278505,5.242255,,4.427235277777778,7.433966944444444,0.5413447222222221,0.0012497222222222222,1.072973888888889,,3.8235752777777776,0.0,0.12767138888888888,24.0,,,,,0.9937752777777779,,,,3.1682811111111113,,7.724028333333334,1.917238888888889,1.3865177777777777,0.011054444444444443,6.6500530555555555,22.555328055555552,4.003764166666667,24.0,1.0182425,0.1440911111111111,0.0,0.0042925,0.22775277777777778,24.0,5.454381388888889,4.118059166666667,4.4098130555555555,3.891748055555555,23.99676277777778,2.0315325000000004,2.064837777777778,0.3237394444444445,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.142541944444444,4.683254722222221
2023-03-22,2.6651677777777776,,,3.4391569444444445,1.6369625,,2.3628458333333335,,6.698870277777778,5.966357777777778,5.855564444444445,,7.965056666666666,5.438808611111112,0.0,0.002841666666666667,10.348249444444447,,4.716618888888888,0.0,0.0838325,4.308131111111111,,,,,3.098176111111111,,,,3.087207222222222,,9.394730833333332,4.802167222222223,1.3078788888888886,0.004409722222222222,9.759320555555554,22.715644166666664,4.10767111111111,23.99469638888889,2.319646666666667,2.0662480555555556,0.0011658333333333332,1.592503611111111,0.16209444444444443,24.0,2.7104866666666667,5.972405833333331,4.620632500000001,2.6501205555555556,23.689719444444446,0.04703916666666667,0.06171583333333333,0.1913877777777778,24.0,1.6026797222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.639778888888888,7.95126388888889
2023-03-23,3.112421388888889,,,0.6654908333333333,0.2974905555555556,,6.193500833333333,,4.885409722222222,4.474349166666666,6.259924722222221,,2.5923302777777777,5.673253333333332,,0.0200825,3.387911111111111,,4.448976666666666,0.0,0.015024444444444444,1.6960838888888887,,,,,0.22831194444444444,,,,0.0005930555555555554,,8.842958611111111,3.0416911111111116,1.1941469444444444,1.600207777777778,7.939657777777779,23.87173222222222,17.863670555555554,24.0,0.007876111111111112,0.18285888888888888,0.0,2.7776147222222223,0.08334888888888889,24.0,2.0941605555555554,1.1039316666666665,6.280740833333333,7.830680555555557,24.0,0.3751194444444445,3.901476944444444,0.25021027777777777,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.739886944444444,6.875094999999998
2023-03-24,0.5354780555555556,,,0.201775,0.7271850000000001,,3.1889447222222222,,5.289060277777777,4.782471666666667,2.9269075000000004,,2.697478611111111,7.6198516666666665,,0.004861944444444445,0.013015833333333332,,1.2773533333333333,0.0,0.4175919444444445,0.8701688888888889,,,,,0.2519705555555556,,,,0.13027333333333332,,0.0,2.499543055555556,0.9154919444444444,0.0071491666666666665,7.213050833333332,23.321655000000003,17.065900833333334,15.72376722222222,0.13836916666666665,1.648014722222222,0.0,3.7341772222222223,0.01853611111111111,24.0,2.941094166666667,0.1689716666666667,6.486418333333335,3.6862005555555553,23.95673027777778,2.9571594444444447,2.3715224999999998,2.786241111111111,24.0,0.3296194444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0175949999999996,4.685719166666666
2023-03-25,1.6644613888888888,,,0.18375305555555554,0.3957766666666668,,24.0,,5.259535555555557,4.5955441666666665,0.0,,2.3678541666666666,3.413968055555556,,0.07841,0.8744277777777778,,2.636259722222222,0.0,0.059167500000000005,1.3502797222222223,,,,,3.951750833333334,,,,4.469209166666668,,0.0,4.631348055555556,0.32782611111111115,0.005479166666666667,6.360252222222224,24.0,24.0,3.9154655555555555,1.9630991666666666,0.14543194444444443,0.10981611111111113,0.003754444444444445,1.1135130555555552,24.0,4.061871666666667,0.12306083333333333,10.135399444444445,3.7325330555555554,23.991235000000003,5.975041666666667,3.1486422222222226,3.5757502777777774,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4490166666666666,3.3008777777777776
2023-03-26,0.030108333333333334,,,2.3919333333333332,0.16971222222222218,,,,4.731430833333334,2.781477777777778,5.6668522222222215,,2.308452222222222,8.162400277777778,,0.02612388888888889,0.020931944444444447,,1.5183388888888887,0.0030286111111111113,1.9399858333333333,0.921985277777778,,,,,0.49460361111111106,,,,2.8737708333333334,,1.7029680555555557,3.598468611111111,0.5647461111111112,0.0014683333333333332,5.804186111111111,24.0,24.0,2.096753611111111,1.2784280555555556,1.416656111111111,0.0,2.316549722222222,0.09590138888888887,24.0,2.614988888888889,0.43343361111111117,1.4421541666666668,3.961918611111111,12.93564361111111,6.438983055555556,2.753700277777778,1.8407938888888886,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2183230555555555,4.1330663888888886
2023-03-27,2.8579925,,,2.2452558333333332,0.3214977777777779,,,,7.981975555555556,2.1188505555555555,0.0010786111111111111,,2.2014383333333334,6.748424444444445,,0.0097475,0.0038555555555555556,,6.291745277777777,0.0,0.6803072222222222,1.2576355555555556,,,,,0.8508577777777776,,,,4.2785025,,0.03420583333333334,6.738002222222221,0.6858397222222223,0.002944166666666667,7.807099722222221,24.0,24.0,2.3475402777777776,0.00181,0.15731499999999998,0.0,0.0029444444444444444,0.06347666666666667,24.0,5.4584375000000005,0.019871666666666666,6.327610833333333,3.7656816666666666,0.009880277777777778,7.580588888888888,0.08829722222222222,1.2761308333333337,24.0,0.0010152777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1115358333333334,0.500455
2023-03-28,2.880536666666667,,,2.2626666666666666,1.4828327777777777,,,,7.014312222222221,5.7727369444444445,6.048135555555556,,2.893125833333334,4.312613611111111,,0.004176388888888889,0.004400277777777777,,2.448499444444445,0.0,0.19354999999999997,2.4011047222222226,,,,,5.384706944444445,,,,3.4359602777777782,,1.0739091666666667,2.1521194444444447,0.9421094444444444,0.004854444444444445,7.8365116666666665,24.0,24.0,3.022349722222222,0.0,2.7346186111111113,0.0,0.09928861111111112,0.9632347222222223,2.4261961111111114,3.906476666666667,2.6654408333333333,4.750398888888889,3.887483888888889,0.0061580555555555555,1.492488333333333,1.0721311111111111,0.27063583333333335,24.0,0.04074527777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.395062222222222,19.4393725
2023-03-29,0.9273583333333332,,,0.19406388888888887,0.31150694444444443,,0.0,,5.502115833333331,3.0425475000000004,1.8519844444444444,,4.8291522222222225,8.78955388888889,,0.0011552777777777779,1.446375833333333,,4.746230277777777,0.006849166666666667,0.07051527777777779,1.1178786111111114,,,,,0.03892694444444444,,,,3.5136680555555557,,8.19460388888889,4.38188638888889,0.9194530555555558,0.0029694444444444447,8.176046666666666,24.0,23.788152500000002,3.5434980555555553,0.0012002777777777778,0.14165916666666664,1.7880900000000002,1.459076388888889,1.313588611111111,1.1978733333333333,8.982089444444444,2.025510833333333,3.863331944444445,5.065397777777778,1.1149305555555555,5.662373055555554,2.224944166666667,1.4282955555555554,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.389225555555555,24.0
